rank,RegionName,City,StateName,Metro,predicted_12m_appreciation
6336,6001,Avon,CT,"Hartford-East Hartford-Middletown, CT",0.055121947
6337,29044,,SC,"Columbia, SC",0.055121284
6338,45887,Spencerville,OH,"Lima, OH",0.055118576
6339,1129,Springfield,MA,"Springfield, MA",0.055114783
6340,24473,Rockbridge Baths,VA,,0.055114325
6341,17313,Dallastown,PA,"York-Hanover, PA",0.055106517
6342,43302,Marion,OH,"Marion, OH",0.0551053
6343,92243,El Centro,CA,"El Centro, CA",0.05510119
6344,10604,White Plains,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.055097282
6345,48740,Harrisville,MI,,0.055096176
6346,24637,Cedar Bluff,VA,"Bluefield, WV-VA",0.05509517
6347,61250,Erie,IL,"Sterling, IL",0.055094667
6348,14842,Himrod,NY,"Rochester, NY",0.05509333
6349,21640,Henderson,MD,"Baltimore-Columbia-Towson, MD",0.055091646
6350,47229,Crothersville,IN,"Seymour, IN",0.05508952
6351,51639,Farragut,IA,,0.055083066
6352,12143,Ravena,NY,"Albany-Schenectady-Troy, NY",0.055077493
6353,39653,,MS,,0.055076625
6354,49246,Horton,MI,"Jackson, MI",0.055076424
6355,3220,Belmont,NH,"Laconia, NH",0.055075124
6356,3042,Epping,NH,"Boston-Cambridge-Newton, MA-NH",0.055074096
6357,6851,Norwalk,CT,"Bridgeport-Stamford-Norwalk, CT",0.055072997
6358,40740,Lily,KY,"London, KY",0.05507268
6359,56282,Raymond,MN,"Willmar, MN",0.0550725
6360,28341,Faison,NC,,0.05506621
6361,21865,Tyaskin,MD,"Salisbury, MD-DE",0.055062786
6362,68865,Phillips,NE,,0.05505144
6363,37397,Whitwell,TN,"Chattanooga, TN-GA",0.055050828
6364,43713,Barnesville,OH,"Wheeling, WV-OH",0.055049874
6365,50675,Traer,IA,,0.055043973
6366,56265,Montevideo,MN,,0.055041097
6367,15226,Pittsburgh,PA,"Pittsburgh, PA",0.055039253
6368,48463,Otisville,MI,"Flint, MI",0.055033866
6369,46526,Goshen,IN,"Elkhart-Goshen, IN",0.05503161
6370,2888,Warwick,RI,"Providence-Warwick, RI-MA",0.055031028
6371,7452,Glen Rock,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.055029355
6372,1430,Ashburnham,MA,"Worcester, MA-CT",0.055028263
6373,22742,Sumerduck,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.055020534
6374,72442,Manila,AR,"Blytheville, AR",0.055020187
6375,65785,Stockton,MO,,0.055014346
6376,40741,London,KY,"London, KY",0.05500848
6377,44851,New London,OH,"Norwalk, OH",0.055004895
6378,48746,Millington,MI,"Flint, MI",0.055003867
6379,28338,Ellerbe,NC,"Rockingham, NC",0.054996893
6380,41073,Bellevue,KY,"Cincinnati, OH-KY-IN",0.054995995
6381,98065,Snoqualmie,WA,"Seattle-Tacoma-Bellevue, WA",0.054994415
6382,61834,Danville,IL,"Danville, IL",0.054992363
6383,48657,Sanford,MI,"Midland, MI",0.05499045
6384,15051,Indianola,PA,"Pittsburgh, PA",0.054987293
6385,60191,Wood Dale,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05497952
6386,15901,Johnstown,PA,"Johnstown, PA",0.054978948
6387,49464,Zeeland,MI,"Grand Rapids-Kentwood, MI",0.054976817
6388,11964,Shelter Island,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.05497345
6389,54986,Winneconne,WI,"Oshkosh-Neenah, WI",0.054972686
6390,55709,,MN,"Grand Rapids, MN",0.054970425
6391,59327,Forsyth,MT,,0.05496652
6392,93304,Bakersfield,CA,"Bakersfield, CA",0.054962967
6393,23070,Hardyville,VA,,0.05495519
6394,74447,Okmulgee,OK,"Tulsa, OK",0.054955013
6395,46157,Monrovia,IN,"Indianapolis-Carmel-Anderson, IN",0.054952372
6396,13607,Alexandria Bay,NY,"Watertown-Fort Drum, NY",0.05493783
6397,1904,Lynn,MA,"Boston-Cambridge-Newton, MA-NH",0.054937694
6398,14432,Clifton Springs,NY,"Rochester, NY",0.054937247
6399,39401,Hattiesburg,MS,"Hattiesburg, MS",0.05493508
6400,18920,Erwinna,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.054923397
6401,1464,Shirley,MA,"Boston-Cambridge-Newton, MA-NH",0.05492187
6402,40505,Lexington,KY,"Lexington-Fayette, KY",0.054921705
6403,13090,Liverpool,NY,"Syracuse, NY",0.054920714
6404,44109,Cleveland,OH,"Cleveland-Elyria, OH",0.054918334
6405,3263,Pittsfield,NH,"Concord, NH",0.0549178
6406,53050,,WI,"Beaver Dam, WI",0.05491163
6407,87520,Chama,NM,"Espa-¦ola, NM",0.054908946
6408,3839,Rochester,NH,"Boston-Cambridge-Newton, MA-NH",0.054907825
6409,3741,Canaan,NH,"Lebanon, NH-VT",0.05490164
6410,49051,East Leroy,MI,"Battle Creek, MI",0.05489953
6411,60918,Buckley,IL,,0.054896116
6412,69045,Wauneta,NE,,0.05489555
6413,98292,Stanwood,WA,"Seattle-Tacoma-Bellevue, WA",0.054889623
6414,16364,Venus,PA,"Oil City, PA",0.054882996
6415,12836,Hague,NY,"Glens Falls, NY",0.05488054
6416,61883,Westville,IL,"Danville, IL",0.05488026
6417,13626,Copenhagen,NY,"Watertown-Fort Drum, NY",0.05487561
6418,84757,Pine Valley,UT,"St. George, UT",0.054873154
6419,24556,Goode,VA,"Lynchburg, VA",0.054867804
6420,59313,Plevna,MT,,0.05486603
6421,48350,Springfield,MI,"Detroit-Warren-Dearborn, MI",0.054865424
6422,61529,Elmwood,IL,"Peoria, IL",0.054864135
6423,98004,Bellevue,WA,"Seattle-Tacoma-Bellevue, WA",0.054862827
6424,25969,Cool Ridge,WV,"Beckley, WV",0.054862503
6425,18913,Carversville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.05485872
6426,13494,Woodgate,NY,"Utica-Rome, NY",0.054856252
6427,62471,Vandalia,IL,,0.054854237
6428,35966,Flat Rock,AL,"Scottsboro, AL",0.05485388
6429,50612,Buckingham,IA,"Waterloo-Cedar Falls, IA",0.05485302
6430,60630,Chicago,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.054852594
6431,18201,Hazleton,PA,"Scranton--Wilkes-Barre, PA",0.05484718
6432,10509,Brewster,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.0548461
6433,39735,Ackerman,MS,,0.054845788
6434,46172,Roachdale,IN,"Indianapolis-Carmel-Anderson, IN",0.054843534
6435,19312,Berwyn,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.054839026
6436,48457,Montrose,MI,"Flint, MI",0.05483706
6437,99101,Addy,WA,"Spokane-Spokane Valley, WA",0.054830093
6438,18702,Wilkes-Barre,PA,"Scranton--Wilkes-Barre, PA",0.05482637
6439,65689,Cabool,MO,,0.054820843
6440,47454,Paoli,IN,,0.054820195
6441,45216,Cincinnati,OH,"Cincinnati, OH-KY-IN",0.054819882
6442,74110,Tulsa,OK,"Tulsa, OK",0.05481085
6443,54664,Viola,WI,,0.054808747
6444,50667,Raymond,IA,"Waterloo-Cedar Falls, IA",0.054808646
6445,47042,Versailles,IN,,0.054803874
6446,95735,Twin Bridges,CA,"Sacramento-Roseville-Folsom, CA",0.054803737
6447,54896,Winter,WI,,0.05480344
6448,1843,Lawrence,MA,"Boston-Cambridge-Newton, MA-NH",0.054791506
6449,98225,Bellingham,WA,"Bellingham, WA",0.054787915
6450,10594,Thornwood,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.05478368
6451,20121,Centreville,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.054778777
6452,72638,Green Forest,AR,,0.054774042
6453,26415,Pennsboro,WV,"Clarksburg, WV",0.054770604
6454,66503,Manhattan,KS,"Manhattan, KS",0.054768816
6455,3743,Claremont,NH,"Lebanon, NH-VT",0.05476689
6456,23032,Church View,VA,,0.054765575
6457,23824,Blackstone,VA,,0.054763608
6458,14506,Mendon,NY,"Rochester, NY",0.054763604
6459,50643,Hudson,IA,"Waterloo-Cedar Falls, IA",0.0547547
6460,45863,Middle Point,OH,"Van Wert, OH",0.05474644
6461,72616,Berryville,AR,,0.05474
6462,74865,,OK,"Ada, OK",0.054738425
6463,73067,Chickasha,OK,"Oklahoma City, OK",0.054734893
6464,14623,Rochester,NY,"Rochester, NY",0.054732453
6465,21673,Trappe,MD,"Easton, MD",0.054728303
6466,17562,Paradise,PA,"Lancaster, PA",0.05472557
6467,60081,Spring Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05472485
6468,60408,Braidwood,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.05471947
6469,52341,Toddville,IA,"Cedar Rapids, IA",0.054717403
6470,36049,Luverne,AL,,0.05471513
6471,65556,Richland,MO,"Fort Leonard Wood, MO",0.054713693
6472,11553,Uniondale,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054710742
6473,24432,Deerfield,VA,"Staunton, VA",0.054700788
6474,44890,Willard,OH,"Norwalk, OH",0.054696508
6475,8205,Galloway,NJ,"Atlantic City-Hammonton, NJ",0.054696497
6476,1119,Springfield,MA,"Springfield, MA",0.05469438
6477,77401,Bellaire,TX,"Houston-The Woodlands-Sugar Land, TX",0.05469057
6478,49659,Mancelona,MI,"Traverse City, MI",0.054687615
6479,11510,Baldwin,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054682903
6480,48116,Brighton,MI,"Detroit-Warren-Dearborn, MI",0.054681275
6481,74873,,OK,"Shawnee, OK",0.05467292
6482,61010,Byron,IL,"Rochelle, IL",0.054672647
6483,99173,Springdale,WA,"Spokane-Spokane Valley, WA",0.054670725
6484,72601,Harrison,AR,"Harrison, AR",0.05466815
6485,50144,Leon,IA,,0.054667175
6486,44314,Akron,OH,"Akron, OH",0.054666743
6487,23050,Dutton,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",0.05466214
6488,72012,Beebe,AR,"Searcy, AR",0.054658536
6489,73052,,OK,"Oklahoma City, OK",0.05465049
6490,57231,De Smet,SD,,0.05464649
6491,43615,Toledo,OH,"Toledo, OH",0.054645784
6492,43912,Bridgeport,OH,"Wheeling, WV-OH",0.05464281
6493,49276,Riga,MI,"Adrian, MI",0.054639544
6494,66097,Winchester,KS,"Topeka, KS",0.054639444
6495,27944,,NC,"Elizabeth City, NC",0.0546382
6496,1034,Granville,MA,"Springfield, MA",0.05463125
6497,4426,Dover-Foxcroft,ME,,0.05462183
6498,11030,Manhasset,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054619633
6499,46528,Goshen,IN,"Elkhart-Goshen, IN",0.05461821
6500,47340,Farmland,IN,,0.054616943
6501,60549,Serena,IL,"Ottawa, IL",0.05461668
6502,45502,Springfield,OH,"Springfield, OH",0.054613203
6503,35150,Sylacauga,AL,"Talladega-Sylacauga, AL",0.054612365
6504,11779,Ronkonkoma,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.0546118
6505,19809,Wilmington,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.05460965
6506,18443,Milanville,PA,,0.054608725
6507,54763,Ridgeland,WI,"Menomonie, WI",0.054585688
6508,75155,Rice,TX,"Corsicana, TX",0.054582197
6509,46553,New Paris,IN,"Elkhart-Goshen, IN",0.054575317
6510,43551,Perrysburg,OH,"Toledo, OH",0.054574035
6511,78954,Round Top,TX,,0.054573536
6512,28654,Moravian Falls,NC,"North Wilkesboro, NC",0.054572932
6513,71937,Cove,AR,,0.054568578
6514,27041,Pilot Mountain,NC,"Mount Airy, NC",0.05456661
6515,17408,York,PA,"York-Hanover, PA",0.054566402
6516,89523,Reno,NV,"Reno, NV",0.05456564
6517,22193,Woodbridge,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.054565303
6518,44144,Brooklyn,OH,"Cleveland-Elyria, OH",0.054564092
6519,19067,Morrisville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.054559737
6520,21201,Baltimore,MD,"Baltimore-Columbia-Towson, MD",0.05454838
6521,92648,Huntington Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",0.054541897
6522,7456,Ringwood,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054541584
6523,40150,Lebanon Junction,KY,"Louisville/Jefferson County, KY-IN",0.054529082
6524,61540,Lacon,IL,"Peoria, IL",0.05452728
6525,48178,South Lyon,MI,"Detroit-Warren-Dearborn, MI",0.054525144
6526,66619,Topeka,KS,"Topeka, KS",0.054517012
6527,56386,Wahkon,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",0.054516394
6528,75230,Dallas,TX,"Dallas-Fort Worth-Arlington, TX",0.054514755
6529,49908,Baraga,MI,,0.054509077
6530,1376,Turners Falls,MA,"Springfield, MA",0.05450744
6531,6423,East Haddam,CT,"Hartford-East Hartford-Middletown, CT",0.054505363
6532,26521,Blacksville,WV,"Morgantown, WV",0.054500494
6533,60175,Campton Hills,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.054499157
6534,89040,Overton,NV,"Las Vegas-Henderson-Paradise, NV",0.054498274
6535,39563,Moss Point,MS,"Gulfport-Biloxi, MS",0.05449629
6536,36352,Newton,AL,"Dothan, AL",0.05449533
6537,30720,Dalton,GA,"Dalton, GA",0.05448947
6538,44221,Cuyahoga Falls,OH,"Akron, OH",0.054487787
6539,38565,Grimsley,TN,,0.054486673
6540,7876,Succasunna,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054466195
6541,55924,Claremont,MN,"Rochester, MN",0.054465447
6542,76354,Burkburnett,TX,"Wichita Falls, TX",0.05446468
6543,44281,Wadsworth,OH,"Cleveland-Elyria, OH",0.05446216
6544,39759,Starkville,MS,"Starkville, MS",0.054458745
6545,1830,Haverhill,MA,"Boston-Cambridge-Newton, MA-NH",0.054454852
6546,8733,Whiting,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054453745
6547,13790,Johnson City,NY,"Binghamton, NY",0.05444763
6548,45430,Beavercreek,OH,"Dayton-Kettering, OH",0.05443782
6549,11230,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054435596
6550,98133,Shoreline,WA,"Seattle-Tacoma-Bellevue, WA",0.054434408
6551,68858,Miller,NE,"Kearney, NE",0.054432523
6552,62539,Illiopolis,IL,"Springfield, IL",0.054432157
6553,17538,Salunga,PA,"Lancaster, PA",0.05442795
6554,1031,Hardwick,MA,"Worcester, MA-CT",0.054425914
6555,46803,Fort Wayne,IN,"Fort Wayne, IN",0.054425184
6556,42629,Jamestown,KY,,0.05442495
6557,74062,Ripley,OK,"Stillwater, OK",0.054424535
6558,38052,Middleton,TN,,0.05442365
6559,11716,Bohemia,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.05442353
6560,1106,Longmeadow,MA,"Springfield, MA",0.054417573
6561,35034,Brent,AL,"Birmingham-Hoover, AL",0.054412294
6562,2061,Norwell,MA,"Boston-Cambridge-Newton, MA-NH",0.054403115
6563,35650,Moulton,AL,"Decatur, AL",0.054402754
6564,48848,Laingsburg,MI,"Lansing-East Lansing, MI",0.054401644
6565,47868,Poland,IN,"Bloomington, IN",0.05439744
6566,21783,Smithsburg,MD,"Hagerstown-Martinsburg, MD-WV",0.054396152
6567,19131,Philadelphia,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.054391094
6568,6415,Colchester,CT,"Norwich-New London, CT",0.054388713
6569,21733,Fairplay,MD,"Hagerstown-Martinsburg, MD-WV",0.05438375
6570,7946,Millington,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054379158
6571,46765,,IN,"Fort Wayne, IN",0.054378588
6572,49930,Hancock,MI,"Houghton, MI",0.054376993
6573,93270,Terra Bella,CA,"Visalia, CA",0.054374527
6574,24538,Lynchburg,VA,"Lynchburg, VA",0.054364145
6575,80611,Briggsdale,CO,"Greeley, CO",0.054361627
6576,39577,Wiggins,MS,"Gulfport-Biloxi, MS",0.054357264
6577,68637,Ericson,NE,,0.05435289
6578,13132,Pennellville,NY,"Syracuse, NY",0.054348998
6579,47952,,IN,"Terre Haute, IN",0.054348413
6580,67422,Bennington,KS,"Salina, KS",0.054348238
6581,12601,Poughkeepsie,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.054344617
6582,24860,Clear Fork,WV,,0.05434295
6583,43011,Centerburg,OH,"Mount Vernon, OH",0.05434279
6584,66070,Ozawkie,KS,"Topeka, KS",0.05433792
6585,50629,Fairbank,IA,"Waterloo-Cedar Falls, IA",0.05433671
6586,49663,Manton,MI,"Cadillac, MI",0.054336444
6587,63021,Ballwin,MO,"St. Louis, MO-IL",0.054335035
6588,46530,Granger,IN,"South Bend-Mishawaka, IN-MI",0.054334
6589,12458,Napanoch,NY,"Kingston, NY",0.054332208
6590,4983,Freeman,ME,,0.054329395
6591,26764,Terra Alta,WV,"Morgantown, WV",0.054328006
6592,18249,Sugarloaf,PA,"Scranton--Wilkes-Barre, PA",0.05432596
6593,51501,Council Bluffs,IA,"Omaha-Council Bluffs, NE-IA",0.054325916
6594,98177,Shoreline,WA,"Seattle-Tacoma-Bellevue, WA",0.05431512
6595,10541,Mahopac,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054314952
6596,31025,Elko,GA,"Warner Robins, GA",0.0543116
6597,13804,Masonville,NY,,0.054309193
6598,93266,Stratford,CA,"Hanford-Corcoran, CA",0.05430898
6599,50401,Mason City,IA,"Mason City, IA",0.05430857
6600,25827,Midway,WV,"Beckley, WV",0.054306313
6601,52650,Mediapolis,IA,"Burlington, IA-IL",0.05429967
6602,53711,Madison,WI,"Madison, WI",0.05429771
6603,51566,Red Oak,IA,,0.05429613
6604,38229,Gleason,TN,"Martin, TN",0.054294035
6605,25812,Ansted,WV,"Beckley, WV",0.05429059
6606,63653,Leadwood,MO,"Farmington, MO",0.054287124
6607,22611,Berryville,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05428305
6608,44130,Parma Heights,OH,"Cleveland-Elyria, OH",0.054276925
6609,61920,Charleston,IL,"Charleston-Mattoon, IL",0.054275054
6610,7009,Cedar Grove,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054274272
6611,17980,Tower City,PA,"Pottsville, PA",0.054262534
6612,1475,Winchendon,MA,"Worcester, MA-CT",0.054258235
6613,21874,Willards,MD,"Salisbury, MD-DE",0.054257765
6614,22901,Charlottesville,VA,"Charlottesville, VA",0.054254282
6615,17356,Red Lion,PA,"York-Hanover, PA",0.054252084
6616,44017,Berea,OH,"Cleveland-Elyria, OH",0.054249387
6617,42722,Canmer,KY,,0.054248765
6618,60447,Minooka,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.054246966
6619,63074,Saint Ann,MO,"St. Louis, MO-IL",0.05424551
6620,42501,Somerset,KY,"Somerset, KY",0.05424243
6621,12067,Feura Bush,NY,"Albany-Schenectady-Troy, NY",0.054232735
6622,61364,Streator,IL,"Ottawa, IL",0.05423222
6623,99361,Waitsburg,WA,"Walla Walla, WA",0.054231
6624,60021,Fox River Grove,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.054220602
6625,69149,Lodgepole,NE,,0.0542189
6626,10917,Central Valley,NY,"Poughkeepsie-Newburgh-Middletown, NY",0.054218363
6627,62635,Hartsburg,IL,"Lincoln, IL",0.054216847
6628,53070,Holland,WI,"Sheboygan, WI",0.054215707
6629,61877,Sidney,IL,"Champaign-Urbana, IL",0.054214995
6630,13080,Jordan,NY,"Syracuse, NY",0.0542139
6631,30415,Brooklet,GA,"Statesboro, GA",0.054213606
6632,54979,Fond du Lac,WI,"Fond du Lac, WI",0.05421074
6633,48881,Saranac,MI,"Grand Rapids-Kentwood, MI",0.054210443
6634,54981,Waupaca,WI,,0.0541983
6635,53156,Palmyra,WI,"Watertown-Fort Atkinson, WI",0.054197922
6636,59086,,MT,"Bozeman, MT",0.054197107
6637,47396,Yorktown,IN,"Muncie, IN",0.054196194
6638,48726,Cass City,MI,,0.054193903
6639,37762,Jellico,TN,"Knoxville, TN",0.054193392
6640,49913,Laurium,MI,"Houghton, MI",0.054192107
6641,88203,Roswell,NM,"Roswell, NM",0.054191377
6642,22025,Dumfries,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05418956
6643,50840,Clearfield,IA,,0.054184712
6644,74022,,OK,"Bartlesville, OK",0.054184534
6645,43211,Columbus,OH,"Columbus, OH",0.054183528
6646,68036,Linwood,NE,"Omaha-Council Bluffs, NE-IA",0.05418352
6647,3603,Charlestown,NH,"Lebanon, NH-VT",0.054176673
6648,58075,Wahpeton,ND,"Wahpeton, ND-MN",0.054175645
6649,94085,Sunnyvale,CA,"San Jose-Sunnyvale-Santa Clara, CA",0.05417379
6650,18428,Hawley,PA,"New York-Newark-Jersey City, NY-NJ-PA",0.054173727
6651,38860,Okolona,MS,,0.054172587
6652,58501,Bismarck,ND,"Bismarck, ND",0.05417244
6653,11747,Melville,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054172073
6654,98188,Seatac,WA,"Seattle-Tacoma-Bellevue, WA",0.054171503
6655,15059,Midland,PA,"Pittsburgh, PA",0.05416834
6656,21742,Paramount-Long Meadow,MD,"Hagerstown-Martinsburg, MD-WV",0.054167975
6657,97820,Mount Vernon,OR,,0.054167617
6658,67501,Hutchinson,KS,"Hutchinson, KS",0.05416677
6659,3607,Acworth,NH,"Lebanon, NH-VT",0.05416225
6660,40031,La Grange,KY,"Louisville/Jefferson County, KY-IN",0.05414835
6661,67423,Beverly,KS,,0.05414614
6662,45868,Mount Cory,OH,"Findlay, OH",0.054139156
6663,53555,Lodi,WI,"Madison, WI",0.05413889
6664,20190,Reston,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05413451
6665,56356,New Munich,MN,"St. Cloud, MN",0.054131698
6666,12118,Mechanicville,NY,"Albany-Schenectady-Troy, NY",0.054131623
6667,44133,North Royalton,OH,"Cleveland-Elyria, OH",0.054129813
6668,12058,Earlton,NY,,0.05412954
6669,74552,Kinta,OK,,0.05412899
6670,10578,Purdys,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054128926
6671,24945,Greenville,WV,,0.054126468
6672,22947,Keswick,VA,"Charlottesville, VA",0.054125737
6673,21619,Chester,MD,"Baltimore-Columbia-Towson, MD",0.054125477
6674,65713,Niangua,MO,"Springfield, MO",0.054115906
6675,25124,Kenna,WV,"Huntington-Ashland, WV-KY-OH",0.054115158
6676,46807,Fort Wayne,IN,"Fort Wayne, IN",0.054111794
6677,6282,Woodstock,CT,"Worcester, MA-CT",0.05410209
6678,40820,Cranks,KY,,0.05409999
6679,43430,Genoa,OH,"Toledo, OH",0.054097094
6680,15148,Wilmerding,PA,"Pittsburgh, PA",0.05409694
6681,16677,Sandy Ridge,PA,"State College, PA",0.05409676
6682,30421,Collins,GA,,0.05409215
6683,13815,Norwich,NY,,0.05408878
6684,26143,Elizabeth,WV,"Parkersburg-Vienna, WV",0.054086413
6685,46794,Wawaka,IN,"Kendallville, IN",0.05408278
6686,46350,La Porte,IN,"Michigan City-La Porte, IN",0.05408278
6687,54603,La Crosse,WI,"La Crosse-Onalaska, WI-MN",0.05407777
6688,56110,Adrian,MN,"Worthington, MN",0.05407763
6689,20155,Gainesville,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.05407084
6690,18972,Upper Black Eddy,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0.05406961
6691,23221,Richmond,VA,"Richmond, VA",0.054069575
6692,7092,Mountainside,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054066114
6693,15312,Avella,PA,"Pittsburgh, PA",0.054063145
6694,52567,Libertyville,IA,"Fairfield, IA",0.05406198
6695,20779,Tracys Landing,MD,"Baltimore-Columbia-Towson, MD",0.0540606
6696,10577,Purchase,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054059993
6697,1564,Sterling,MA,"Worcester, MA-CT",0.054054506
6698,11557,Hewlett,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.05405341
6699,29574,Mullins,SC,,0.054051396
6700,12065,Clifton Park,NY,"Albany-Schenectady-Troy, NY",0.054051235
6701,4258,Minot,ME,"Lewiston-Auburn, ME",0.054045293
6702,63060,Saint Clair,MO,"St. Louis, MO-IL",0.05404311
6703,7306,Jersey City,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.05403786
6704,4027,Lebanon,ME,"Portland-South Portland, ME",0.054037463
6705,74106,Tulsa,OK,"Tulsa, OK",0.054033883
6706,10543,Mamaroneck,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.054033298
6707,60137,Glen Ellyn,IL,"Chicago-Naperville-Elgin, IL-IN-WI",0.054033134
6708,11436,New York,NY,"New York-Newark-Jersey City, NY-NJ-PA",0.05403256
6709,24951,Lindside,WV,,0.054027
6710,25918,Shady Spring,WV,"Beckley, WV",0.054025505
6711,22427,Milford,VA,,0.05401736
6712,7627,Demarest,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.054016776
6713,73742,Hennessey,OK,,0.054014776
6714,45014,Fairfield,OH,"Cincinnati, OH-KY-IN",0.054013457
6715,60964,,IL,"Kankakee, IL",0.054010898
6716,51250,Sioux Center,IA,,0.054008946
6717,24479,Swoope,VA,"Staunton, VA",0.054001518
6718,57702,Rapid City,SD,"Rapid City, SD",0.05399461
6719,6424,East Hampton,CT,"Hartford-East Hartford-Middletown, CT",0.05398744
6720,18431,Honesdale,PA,,0.053983536
6721,50536,Emmetsburg,IA,,0.053979345
6722,48213,Detroit,MI,"Detroit-Warren-Dearborn, MI",0.053979058
6723,8230,Ocean View,NJ,"Ocean City, NJ",0.053972423
6724,58249,Langdon,ND,,0.053968288
6725,7502,Paterson,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.05396479
6726,99171,Saint John,WA,"Pullman, WA",0.05395677
6727,45318,Covington,OH,"Dayton-Kettering, OH",0.053954087
6728,22315,Alexandria,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",0.053950164
6729,56479,Staples,MN,"Brainerd, MN",0.053947426
6730,16362,Utica,PA,"Oil City, PA",0.053945277
6731,8829,High Bridge,NJ,"New York-Newark-Jersey City, NY-NJ-PA",0.053943507
6732,43465,Walbridge,OH,"Toledo, OH",0.053942993
6733,89511,Reno,NV,"Reno, NV",0.05393922
